Çağrı No;Açılış Tarihi;Açan Birim;Birim/Şube;Servis;Ekran;Durum;2. Seviye Kullanıcı Destek Çözen/Yönlendiren;Atanan TM;Çözüm Kodu;Çözüm Tarihi
132294163;01.09.2025 14:03;Moda Şubesi;Şube;Kurum Ödemeleri Servisi;Vinov Ödeme Kaydı Oluştur;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;İş Birimleri ile İlgili/İş Kuralı;01.09.2025 15:37
132294408;01.09.2025 14:08;Kırklareli Şubesi;Şube;Kredi Kartları Yönetimi Servisi;Ticari Kredi Kartı Başvurusu Yap(TFGK);Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 14:45
132296322;01.09.2025 14:10;Bursa Organize Sanayi Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Şube Teminat Talebi;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 16:07
132298487;01.09.2025 14:11;Zonguldak Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Güncelle;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 10:06
132298509;01.09.2025 14:12;Mersinli/İzmir Şubesi;Şube;Ticari Krediler Servisi;Teminat Mektubu Kullandırım Giriş ;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 14:51
132299194;01.09.2025 14:13;Kurtköy Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 16:23
132300620;01.09.2025 14:20;Bayrampaşa Hal İstanbul Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Teminat Kalite Listesi;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 18:12
132302196;01.09.2025 14:15;Kazlıçeşme Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;01.09.2025 16:45
132303209;01.09.2025 14:20;Gimat Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Kullandırım;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 16:29
132303755;01.09.2025 14:19;Kuşadası Bulvar Aydın Şubesi;Şube;Ticari Krediler Servisi;Teminat Mektubu Çıkış ;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 09:31
132305625;01.09.2025 14:24;Kelkit Gümüşhane Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 09:54
132307926;01.09.2025 14:24;Fethiye Şubesi;Şube;Kredi İzleme Servisi;Takibe Aktarım;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 16:14
132308604;01.09.2025 14:28;Levent Ticari Şubesi;Şube;Kredi Teminat Yönetimi Servisi;Teminat Giriş/Çıkış/Güncelle ;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 15:20
132314261;01.09.2025 14:32;Kemalpaşa Organize Sanayi/İzmir Şubesi;Şube;Ticari Krediler Servisi;Ticari Kredi İptal Et;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 18:03
132317839;01.09.2025 14:38;Bursa Bölge Krediler Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;Manuel Limit Conversion;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;İş Birimleri ile İlgili/İş Kuralı;01.09.2025 17:57
132318200;01.09.2025 14:42;Söğütözü Ankara Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Şube Teminat Talebi;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 15:26
132319530;01.09.2025 14:41;Derbent Niğde Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 10:11
132320815;01.09.2025 14:47;Kartlı Sistemler Müşteri Hizmetleri Müdürlüğü;Birim;Kredi Kartları Yönetimi Servisi;Kredi Kartı Detay Listesi;Çözüldü/Kapalı;Yavuz;UÖS.Kart Başvuru ve Limit Yönetimi;Veri Güncelleme ile Çözüldü;02.09.2025 10:12
132323114;01.09.2025 14:54;Atatürk Bulvarı - Eskişehir Şubesi;Şube;Ticari Krediler Servisi;Ticari Kredi Tahsilatı;Çözüldü/Kapalı;Serkan;UTK.Ticari Krediler 1;Geçici/Alternatif Çözüm;01.09.2025 17:42
132323183;01.09.2025 14:48;Nizip Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 16:30
132324601;01.09.2025 14:50;İpsala Edirne Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Program/Yazılım Güncellemesi ile Çözüldü;01.09.2025 15:49
132326664;01.09.2025 14:57;Görükle Bursa Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Hazır Limit Kısa Başvuru;Çözüldü/Kapalı;Nursema;UTK.Tahsis;Genel Sorun/EBİS Kaynaklı;04.09.2025 17:11
132327660;01.09.2025 14:57;Kumluca Antalya Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Kullandırım;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 17:09
132328150;01.09.2025 14:57;Gaziosmanpaşa Ankara Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;01.09.2025 15:10
132329978;01.09.2025 15:05;Adnan Menderes Bulvarı Osmaniye Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştir;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 15:23
132330115;01.09.2025 15:10;Nevşehir Şubesi;Şube;Banka Sigortacılığı Servisi;Vefat İhbar Talebi Oluştur;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;İş Birimleri ile İlgili/İş Kuralı;01.09.2025 15:25
132335117;01.09.2025 15:17;Konya Organize Sanayi Şubesi;Şube;Ticari Krediler Servisi;Ticari Kredi Kullandırım;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 10:17
132336371;01.09.2025 15:21;İbrahimli Gaziantep Şubesi;Şube;Mevduat Servisi;Bloke İptal Et;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Uygulama Geliştirme/Yazılım Kaynaklı;02.09.2025 10:21
132337655;01.09.2025 15:21;Dijital Bankacılık Müdürlüğü;Birim;İnternet Bankacılığı Servisi;İnternet Bankacılığı Dekont Tanımı;Çözüldü/Kapalı;İbrahim;UAC.Internet Bankaciligi;Konfigürasyon Kaynaklı;02.09.2025 09:30
132337667;01.09.2025 15:22;Ankara Adliyesi İcra Daireleri Bağlı Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 15:48
132338049;01.09.2025 15:21;Haliliye Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Kullandırım;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 16:00
132338421;01.09.2025 15:25;Edirne Şubesi;Şube;Kredi Teminat Yönetimi Servisi;Elektronik İpotek Tesis Başvurusu Yap ;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 17:34
132340142;01.09.2025 15:25;Kütahya Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 15:55
132341140;01.09.2025 15:26;Adana/Yüreğir Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Program/Yazılım Güncellemesi ile Çözüldü;01.09.2025 17:33
132341237;01.09.2025 15:27;Ataşehir Kurumsal Şubesi;Birim;Ticari Krediler Servisi;Teminat Mektubu Komisyon Tahsilat İptali;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 16:30
132344592;01.09.2025 15:35;Gürsu/Bursa Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştir;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;02.09.2025 10:50
132344864;01.09.2025 15:34;Sultan Orhan/Gebze-Kocaeli Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 17:08
132344874;01.09.2025 15:35;Beşiktaş Çarşı İstanbul Şubesi;Şube;Çek-Senet Servisi;Müşteriye Çek Teslim Et;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 10:38
132345550;01.09.2025 15:38;Gıda Toptancılar Çarşısı İstanbul Şubesi;Şube;Banka Sigortacılığı Servisi;Poliçe İptal;Çözüldü/Kapalı;Akif;UBK.Banka Sigortacılığı;Dış Kurum/Firma Kaynaklı;01.09.2025 16:16
132347886;01.09.2025 15:42;Samsun Bölge Krediler Müdürlüğü;Birim;Skorlama Servisi;Skor Talep Girişi;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;01.09.2025 16:48
132352282;01.09.2025 15:51;Samandıra İstanbul Şubesi;Şube;Mevduat Servisi;Bloke Güncelle;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;01.09.2025 16:46
132353423;01.09.2025 15:56;Esentepe Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Serkan;UTK.Tahsis;Geçici/Alternatif Çözüm;04.09.2025 17:12
132353487;01.09.2025 15:54;Dragos İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Kart/KMH/DBS/BTS/Çek/VINOV Limitlendir;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 17:05
132354473;01.09.2025 15:56;Kozyatağı Ticari Şubesi;Şube;İçerik Yönetimi Servisi;İş Oluştur;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 16:34
132355658;01.09.2025 16:00;Ege 1. Bölge Krediler Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 09:21
132357547;01.09.2025 16:01;Söke Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştir;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Program/Yazılım Güncellemesi ile Çözüldü;02.09.2025 13:46
132358160;01.09.2025 16:02;Bölge Finansal Değerlendirme Koordinasyon Müdürlüğü;Birim;Skorlama Servisi;Skor Talep Girişi;Çözüldü/Kapalı;Akif;UİT.İstihbarat ve Skorlama;İş Birimleri ile İlgili/İş Kuralı;05.09.2025 09:40
132361886;01.09.2025 16:07;Mersin/Metropol Şubesi;Şube;Kredi Kartları Yönetimi Servisi;Ticari Kredi Kartı Başvurusu Yap(TFGK);Çözüldü/Kapalı;Emre;UTK.Tahsis;Veri Güncelleme ile Çözüldü;04.09.2025 15:51
132362135;01.09.2025 16:07;Harput Şubesi;Şube;Bireysel Krediler Servisi;SKY Limit Listesi;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 11:52
132362174;01.09.2025 16:08;Veri Yönetişim Müdürlüğü;Birim;Performans & Hedef Değerlendirme Servisi;TKD Süreç İşlemleri Sorgula;Çözüldü/Kapalı;Tuğba;UPY.Doküman Yönetimi;Uygulama Geliştirme/Yazılım Kaynaklı;02.09.2025 14:11
132362935;01.09.2025 16:09;Dijital Bankacılık Müdürlüğü;Birim;Mobil Bankacılık Servisi;;Çözüldü/Kapalı;Akif;UDK.MobilUygulamalar1;Yaygınlaştırma Kaynaklı;11.09.2025 11:34
132362979;01.09.2025 16:11;Bursa Organize Sanayi Şubesi;Şube;Mevduat Servisi;Bloke İptal Et;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Program/Yazılım Güncellemesi ile Çözüldü;01.09.2025 17:00
132364746;01.09.2025 16:13;Serdivan Sakarya Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştir;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 16:32
132365701;01.09.2025 16:14;Performans Yönetimi Müdürlüğü;Birim;Performans & Hedef Değerlendirme Servisi;Aktiflik Müşteri Gerçekleşen Sorgula;Çözüldü/Kapalı;Serkan;UMİ.Karlılık ve Performans;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 16:59
132366047;01.09.2025 16:15;Nazilli Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 13:56
132367410;01.09.2025 16:21;Sarayköy Denizli Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Kullandırım;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;İş Birimleri ile İlgili/İş Kuralı;01.09.2025 17:09
132368413;01.09.2025 16:18;Halkalı İstanbul Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 16:42
132369821;01.09.2025 16:22;Mersin/Metropol Şubesi;Şube;Kurum Ödemeleri Servisi;Vinov İşyeri Tanım;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 17:13
132376002;01.09.2025 16:36;Ayrancılar İzmir Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;İş Akışı İptal/Kilit Kaldır;01.09.2025 17:17
132378214;01.09.2025 16:37;Müşteri İletişim Merkezi Müdürlüğü;Birim;Kredi Kartları Yönetimi Servisi;Bireysel Ek Kredi Kartı Başvuru Gir;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;01.09.2025 17:59
132380080;01.09.2025 16:43;Eyüpsultan Topçular İstanbul Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Şube Teminat Talebi;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 16:56
132380231;01.09.2025 16:42;Merkezi Satış ve İş Geliştirme Müdürlüğü;Birim;Kredi Kartları Yönetimi Servisi;Asıl Kredi Kartı Başvuru;Çözüldü/Kapalı;İbrahim;UÖS.Kart Başvuru ve Limit Yönetimi;Geçici/Alternatif Çözüm;01.09.2025 17:27
132380291;01.09.2025 16:44;Üye İşyeri Operasyonları Müdürlüğü;Birim;Pos Servisi;POS Ücretleri Sorgula;Çözüldü/Kapalı;Yavuz;UÖS.Üye İşyeri ve Fiziki Pos;İş Birimi Talebi;04.09.2025 14:57
132380293;01.09.2025 16:44;Kurttepe Adana Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Kart/KMH/DBS/BTS/Çek/VINOV Limitlendir;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;01.09.2025 17:35
132382520;01.09.2025 16:50;Kemalpaşa Organize Sanayi/İzmir Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştir;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 17:38
132384036;01.09.2025 16:50;Küsget Gaziantep Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Teminat Simülasyon;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 10:57
132384662;01.09.2025 16:54;Yalova Şubesi;Şube;Kredi Kartları Yönetimi Servisi;Kredi Kartı Borç Öde;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 17:17
132384687;01.09.2025 16:58;İstanbul Ankes Yönetimi Müdürlüğü;Birim;ATM Servisi;;Çözüldü/Kapalı;Nursema;UAC.Açık Bankacılık;Geçici/Alternatif Çözüm;08.09.2025 09:45
132385691;01.09.2025 17:00;Sanayi Mahallesi/İzmit Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Emre;UİT.İstihbarat ve Skorlama;İş Birimleri ile İlgili/İş Kuralı;03.09.2025 15:36
132386207;01.09.2025 16:58;Akhisar Şubesi;Şube;Banka Kartları Yönetimi Servisi;Adalet Bakanlığı Toplu Bakiye Yükle;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 17:32
132386592;01.09.2025 16:58;Dijital Bankacılık Müdürlüğü;Birim;İnternet Bankacılığı Servisi;Mobil Bankacılık İşlemleri;Çözüldü/Kapalı;İbrahim;UDK.MobilUygulamalar1;Planlı Çalışma;19.09.2025 15:40
132387421;01.09.2025 17:00;Risk Planlama ve İzleme Müdürlüğü 2;Birim;Mevduat Servisi;Hesap Bloke Listesi;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;01.09.2025 17:39
132390304;01.09.2025 17:06;Balıkesir Bölge Krediler Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;Ticari Otomatik İstihbarat Yap TKD;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 10:12
132390522;01.09.2025 17:07;Beşevler Bursa Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 17:05
132391326;01.09.2025 17:08;Gaziosmanpaşa Ankara Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Kart/KMH/DBS/BTS/Çek/VINOV Limitlendir;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;01.09.2025 17:35
132391659;01.09.2025 17:08;Ostim Şubesi;Şube;Ticari Krediler Servisi;Teminat Mektubu Kullandırım Giriş ;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;01.09.2025 17:37
132392718;01.09.2025 17:10;Honaz Denizli Şubesi;Şube;Mevduat Servisi;Bloke Güncelle;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 10:25
132392928;01.09.2025 17:15;Şişli Şubesi;Şube;Ticari Krediler Servisi;Müşteri Limit Listesi;Çözüldü/Kapalı;Yavuz;UTK.Limit Risk Yönetimi;Veri Güncelleme ile Çözüldü;04.09.2025 16:59
132393640;01.09.2025 17:11;Körfez/İskenderun Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Fiyatlama Simülasyonu;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;İş Birimleri ile İlgili/İş Kuralı;02.09.2025 10:33
132397543;01.09.2025 17:21;Sarıçam Adana Şubesi;Şube;Skorlama Servisi;Skor Talep Girişi;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;02.09.2025 11:03
132398240;01.09.2025 17:23;Ihlamurkuyu-İstanbul Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 11:45
132399782;01.09.2025 17:28;İkitelli Organize Sanayi İstanbul Şubesi;Şube;Takip Servisi;Takip Teminat Doküman Güncelle;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 13:42
132399964;01.09.2025 17:30;Hendek Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Kullandırım;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 10:17
132400782;01.09.2025 17:29;Kredi Teklif ve Tahsis Süreçleri Müdürlüğü;Birim;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Nursema;UTK.Limit Risk Yönetimi;Veri Güncelleme ile Çözüldü;05.09.2025 16:31
132400870;01.09.2025 17:32;Kredi Teklif ve Tahsis Süreçleri Müdürlüğü;Birim;Kredi Teminat Yönetimi Servisi;TKD Şube Teminat Talebi;Çözüldü/Kapalı;Nursema;UTK.Teminat;Geçici/Alternatif Çözüm;02.09.2025 15:02
132400887;01.09.2025 17:32;Çubuk Ankara Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 10:06
132400916;01.09.2025 17:34;Erzurum Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Teminat Listeleme;Çözüldü/Kapalı;Nursema;UTK.Teminat;Genel Sorun/EBİS Kaynaklı;12.09.2025 17:02
132401412;01.09.2025 17:31;Müşteri İletişim Merkezi Müdürlüğü;Birim;Çağrı Merkezi Servisi;CMC Dış Arama Listesi;Çözüldü/Kapalı;Nursema;UÖS.Kart Başvuru ve Limit Yönetimi;Genel Sorun/EBİS Kaynaklı;10.09.2025 13:52
132402651;01.09.2025 17:34;Kartlı Sistemler Müşteri Hizmetleri Müdürlüğü;Birim;İnternet Bankacılığı Servisi;Mobil Bankacılık İşlemleri;Çözüldü/Kapalı;Nursema;UÖS.Kart Başvuru ve Limit Yönetimi;İş Birimleri ile İlgili/İş Kuralı;18.09.2025 16:38
132402732;01.09.2025 17:35;Bölge Finansal Değerlendirme Koordinasyon Müdürlüğü;Birim;Skorlama Servisi;Skor Veri Sorgula;Çözüldü/Kapalı;Nursema;UİT.İstihbarat ve Skorlama;Konfigürasyon Kaynaklı;08.09.2025 09:30
132403602;01.09.2025 17:37;Dijital Bankacılık Müdürlüğü;Birim;Mobil Bankacılık Servisi;;Çözüldü/Kapalı;Nursema;UÖS.Tarım Kart ve Kampanya Uygulamaları;Geçici/Alternatif Çözüm;12.09.2025 16:48
132404134;01.09.2025 17:37;Değirmendere/Trabzon Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Şube Teminat Talebi;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 12:11
132404204;01.09.2025 17:37;Silifke Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Kısa Başvuru;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 13:40
132404501;01.09.2025 17:42;Risk Planlama ve İzleme Müdürlüğü 2;Birim;Mevduat Servisi;Bloke Güncelle;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Program/Yazılım Güncellemesi ile Çözüldü;02.09.2025 13:57
132405263;01.09.2025 17:40;Elazığ Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 10:59
132407751;01.09.2025 17:48;Pendik Ticari Şubesi;Şube;Para Transferleri Servisi;Hesaba Havale;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 10:45
132410037;01.09.2025 17:50;Bağcılar İstanbul Şubesi;Şube;Şube Birim Servisi;Dış Ticaret Talimat Girişi;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 11:05
132411107;01.09.2025 17:54;Firuzköy İstanbul Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Şube Teminat Talebi;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;İş Akışı İptal/Kilit Kaldır;02.09.2025 11:06
132415500;01.09.2025 18:06;Kemalpaşa Organize Sanayi/İzmir Şubesi;Şube;Ticari Krediler Servisi;Ticari Kredi İptal Et;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Program/Yazılım Güncellemesi ile Çözüldü;02.09.2025 15:40
